category,year level,question,choice_a,choice_b,choice_c,choice_d,correct_answer,is_active,difficulty_level
Math,Beginner (Grade 1-3),Dinky wants to read the 580 stories in her English book over the summer. She has 20 more days before summer ends. How many stories does she need to read everyday to finish all the stories? What is asked? Select the correct answer.,How many stories does she need to read everyday?,How many days will she finish reading all the stories?,How fast can she finish all the stories?,None,How many stories does she need to read everyday?,1,Easy
Math,Beginner (Grade 1-3),Dinky wants to read the 580 stories in her English book over the summer. She has 20 more days before summer ends. How many stories does she need to read everyday to finish all the stories? What are given? Select the correct answer.,580 stories and 30 days,580 stories,580 stories and 25 days,580 stories and 20 days,580 stories and 20 days,1,Easy
Math,Beginner (Grade 1-3),Dinky wants to read the 580 stories in her English book over the summer. She has 20 more days before summer ends. How many stories does she need to read everyday to finish all the stories? Which operation to be used? Select the correct answer.,Multiplication,Addition,Subtraction,Division,Division,1,Easy
Math,Beginner (Grade 1-3),Dinky wants to read the 580 stories in her English book over the summer. She has 20 more days before summer ends. How many stories does she need to read everyday to finish all the stories? What is the answer? Select the correct answer.,58,29,60,89,29,1,Easy
Math,Beginner (Grade 1-3),Dinky wants to read the 580 stories in her English book over the summer. She has 20 more days before summer ends. How many stories does she need to read everyday to finish all the stories? What is the final answer? Select the correct answer.,Dinky needs to read 29 stories every other day.,Dinky needs to read 29 stories on for 20 days.,Dinky do not need to read stories everyday.,Dinky needs to read 29 stories every single day.,Dinky needs to read 29 stories every single day.,1,Easy
Math,Beginner (Grade 1-3),"Kevin and his team worked for a special project in their company. He led the team of 8 members so they finished the project earlier than the deadline. Their manager gave 27,00 pesos as an early payment for their team's effort. How much will Kevin and each",Kevin,Both Kevin and Team,Manager ,Team ,Both Kevin and Team,1,Easy
Math,Beginner (Grade 1-3),"Kevin and his team worked for a special project in their company. He led the team of 8 members so they finished the project earlier than the deadline. Their manager gave 27,00 pesos as an early payment for their team's effort. How much will Kevin and each",Division of numbers,Division of payment,Finishing of project,Good team effort,Division of payment,1,Easy
Math,Beginner (Grade 1-3),"Kevin and his team worked for a special project in their company. He led the team of 8 members so they finished the project earlier than the deadline. Their manager gave 27,00 pesos as an early payment for their team's effort. How much will Kevin and each","Both Payment of PHP 27,000 and Kevin and his team",The project,Kevin and his team,"Payment of PHP 27,000","Both Payment of PHP 27,000 and Kevin and his team",1,Easy
Math,Beginner (Grade 1-3),"Kevin and his team worked for a special project in their company. He led the team of 8 members so they finished the project earlier than the deadline. Their manager gave 27,00 pesos as an early payment for their team's effort. How much will Kevin and each",Division only,Multiplication,Addition and Division,Addition only,Addition and Division,1,Easy
Math,Beginner (Grade 1-3),"Kevin and his team worked for a special project in their company. He led the team of 8 members so they finished the project earlier than the deadline. Their manager gave 27,00 pesos as an early payment for their team's effort. How much will Kevin and each","Each member will receive PHP 3,000.","Each member will receive PHP 2,000.","Each member will receive PHP 2,777","Each member will receive PHP 2,375","Each member will receive PHP 3,000.",1,Easy
Math,Beginner (Grade 1-3),"Determine if the set of numbers consist of even numbers only; odd numbers only, or both. 24, 2, 16, 36. Select the correct answer.",Even numbers,Prime numbers,Both,Odd numbers,Even numbers,1,Easy
Math,Beginner (Grade 1-3),"Determine if the set of numbers consists of even numbers only; odd number only, or both. 17, 29, 241, 365. Select the correct answer.",Odd numbers,Even numbers,Both,Rational numbers,Odd numbers,1,Easy
Math,Beginner (Grade 1-3),"Identify which numbers in the given are even numbers. 51, 84, 28, 69, 107","69, 107","84, 51","51, 69, 107","84, 28","84, 28",1,Easy
Math,Beginner (Grade 1-3),Which of the following describes the fraction? 6/6 Select the correct answer.,Equal to one ,Greater than one ,Less tham one,None of the choices,Equal to one ,1,Easy
Math,Beginner (Grade 1-3),Which of the following describes  the describes the fraction? 16/12 Select the correct answer.,None of the choices,Equal to one ,Less than one ,Greater than one ,Greater than one ,1,Easy
Math,Beginner (Grade 1-3),Which of the following shows three halves? Select the correct answer.,3/4,2/3,3/3,3/2,3/2,1,Easy
Math,Beginner (Grade 1-3),Which of the following shows thirteen-ninths? Select the correct answer.,9/15,7/15,13/9,11/15,13/9,1,Easy
Math,Beginner (Grade 1-3),Which of the following represents two-fifths?,2/5,5/2,25/5,25/2,2/5,1,Easy
Math,Beginner (Grade 1-3),Which of the figures shows three-sevenths?,3/17,5/7,None of the above,3/7,3/7,1,Easy
Math,Beginner (Grade 1-3),Which of the following represents five-ninths?,9/5,15/9,19/5,5/9,5/9,1,Easy
Math,Beginner (Grade 1-3),Which of the following shows dissimilar fractions? Select the correct answer.,"3/9, 3/2, 3/5","3/6, 3/10, 3/7","3/1, 3/5, 3/60","7/13, 4/13, 1/13","3/6, 3/10, 3/7",1,Easy
Math,Beginner (Grade 1-3),Which of the following show dissimilar fractions? Select the correct answer.,"1/10, 2/10, 3/10","1/7, 2/7, 3/7","9/11, 9/12, 9/13","1/6, 3/6, 5/6","9/11, 9/12, 9/13",1,Easy
Math,Beginner (Grade 1-3),Which of the following are not similar fractions? Select the correct answer.,"1/2, 3/4, 5/6","1/10, 2/10, 3/10","9/7, 11/7, 1/7","3/77, 8/77, 21/77","1/2, 3/4, 5/6",1,Easy
Math,Beginner (Grade 1-3),Find the LCD of the following fractions. Select the correct answer.,10,1,50,15,10,1,Easy
Math,Beginner (Grade 1-3),Choose the correct relation symbol. 4/5 ___ 7/10, = ,<,>,>=,>,1,Easy
Math,Beginner (Grade 1-3),Choose the phrase that makes the statement correct. Three-fourths is ________ 6/8.,Smaller than,Equal to,Lesser than,Greater than,Equal to,1,Easy
Math,Beginner (Grade 1-3),Select the correct comparison of the fractions. 2/7 ___ 5/6,2/7 > 5/6,2/7 <= 5/6,2/7 = 5/6,2/7 < 5/6,2/7 < 5/6,1,Easy
Math,Beginner (Grade 1-3),Select the correct comparison of the fractions. 1/2 ___ 2/3 ___ 5/6,1/2 < 2/3 < 5/6,1/2 > 2/3 > 5/6,1/2 = 2/3 = 5/6,1/2 < 2/3 > 5/6,1/2 < 2/3 < 5/6,1,Easy
Math,Beginner (Grade 1-3),Which of the following similar fractions are arranged from least to greatest? Select the correct answer.,"1/3, 3/5, 5/8","1/3, 5/8, 3/5","3/5, 5/8, 1/3","5/8, 3/5, 1/3","1/3, 3/5, 5/8",1,Easy
Math,Beginner (Grade 1-3),Which of the following similar fractions are arranged in decreasing order? Select the correct answer.,"5/8, 9/32, 3/4, 11/16","3/4, 11/16, 5/8, 9/32","3/4, 9/32, 11/16, 5/8","3/4, 5/8, 9/32, 11/16","3/4, 11/16, 5/8, 9/32",1,Easy
Math,Beginner (Grade 1-3),Arrange the fraction from least to greatest.,"1/2, 5/8, 3/4, 11/16","1/2, 5/8, 11/16, 3/4","3/4, 11/16, 5/8, 1/2","11/16, 1/2, 5/8, 3/4","1/2, 5/8, 11/16, 3/4",1,Easy
Math,Beginner (Grade 1-3),Arrange the fraction from least to greatest.,"7/12, 1/3, 9/12, 4/6","1/3, 7/12, 4/6, 9/12","9/12, 7/12, 1/3, 4/6","9/12, 4/6, 7/12, 1/3","9/12, 4/6, 7/12, 1/3",1,Easy
Math,Beginner (Grade 1-3),"Select the correct answer from the choices given to complete the increasing order of fractions. 1/3, ___, 3/4",4/5,8/9,1/2,9/10,1/2,1,Easy
Math,Beginner (Grade 1-3),Which of the following is a pair of equivalent fractions? Select the correct answer.,3/4 and 6/7,3/4 and 9/12,4/4 and 2/4,3/4  and 4/3,3/4 and 9/12,1,Easy
Math,Beginner (Grade 1-3),Select the  correct answer from the choices given. 8/16 = _____,4/8,4/16,1/4,3/4,4/8,1,Easy
Math,Beginner (Grade 1-3),Find the equivalent fractions of the given fraction by multiplying and dividing. by dividing = 6/9 = by multiplying,"by dividing: 12/18, by multiplying: 2/3","by dividing: 2/3, by multiplying: 12/18","by dividing: 2/3, by multiplying: 4/6","by dividing: 2/3, by multiplying: 6/4","by dividing: 2/3, by multiplying: 12/18",1,Easy
Math,Beginner (Grade 1-3),Which of the following is equivalent to three-sevenths? Select the correct answer.,3/4,9/49,6/14,9/14,6/14,1,Easy
Math,Beginner (Grade 1-3),How do you call a straight path between two points?,point,ray,line segment,line,line segment,1,Easy
Math,Beginner (Grade 1-3),What do you call the lines that meet in a certain point? Select the correct answer.,None of the choices,Perpendicular lines,Parallel lines,Intersecting lines,Intersecting lines,1,Easy
Math,Beginner (Grade 1-3),Which of the following describes these lines? Two straight lines that do not meet. Select the correct answer.,Intersecting lines,None of the choices,Parallel lines,Perpendicular lines,Parallel lines,1,Easy
Math,Beginner (Grade 1-3),Which of the following describes these lines? These are lines that meet at a certain point. Select the correct answer.,Perpendicular lines,Intersecting lines,Parallel lines,None of the choices,Intersecting lines,1,Easy
Math,Beginner (Grade 1-3),Which of the following describes these lines? These are lines that meet and form a right angle. Select the correct answer.,None of the choices,Perpendicular lines,Parallel lines,Intersecting lines,Perpendicular lines,1,Easy
Math,Beginner (Grade 1-3),"1001, 1003, _____, 1007, 1009. Select the correct answer.",1000,1006,1005,1002,1005,1,Easy
Math,Beginner (Grade 1-3),N ÷ 3 = 7. Find the value of N. Select the correct answer.,27,24,21,18,21,1,Easy
Math,Beginner (Grade 1-3),8 x ___ = 48 Select the correct answer.,5,8,7,6,6,1,Easy
Math,Beginner (Grade 1-3),___ ÷ 6 = ___ Complete the number sentence. Select the correct pair of numbers.,47 and 7,54 and 9,47 and 9,54 and 7,54 and 9,1,Easy
Math,Beginner (Grade 1-3),63 ÷ ___ = 7 Find the missing value. Select the correct answer.,none of the above,9,8,7,9,1,Easy
Math,Beginner (Grade 1-3),How many seconds are there in 8 minutes?,240 seconds,"3,600 seconds",480 seconds,840 seconds,480 seconds,1,Easy
Math,Beginner (Grade 1-3),"Select ""True"" if the statement is true, otherwise select the correct word that would make the statement true. There are two hundred forty minutes in four hours.",440,TRUE,480,640,TRUE,1,Easy
Math,Beginner (Grade 1-3),How many hours are there in 6 days?,144 hours,"1,140 hours",244 hours,360 hours,144 hours,1,Easy
Math,Beginner (Grade 1-3),"How many minutes are there in 1,240 hours?","20,660 minutes","80,600 minutes","62,500  minutes","74,440  minutes","74,440  minutes",1,Easy
Math,Beginner (Grade 1-3),"How many days are there in 2,952 hours?",118 days,59 days,123 days,94 days,123 days,1,Easy
Math,Beginner (Grade 1-3),How many days are there in 6 weeks?,20 days,48 days,36 days,42 days,42 days,1,Easy
Math,Beginner (Grade 1-3),How many months are there in 360 days?,8 months,12 months,10 months,15 months,12 months,1,Easy
Math,Beginner (Grade 1-3),How many days are there in 20 years?,"7,300 days","3,650 days","5,700 days","3,700 days","7,300 days",1,Easy
Math,Beginner (Grade 1-3),How many months are there in 24 months?,657 days,576 days,720 days,270 days,720 days,1,Easy
Math,Beginner (Grade 1-3),How many weeks are there in four thousand five hundred seventy eight days?,832 weeks,564 weeks,654 weeks,867 weeks,654 weeks,1,Easy
Math,Beginner (Grade 1-3),624 weeks is equal to how many years?,15 years,12 years,10 years,13 years,12 years,1,Easy
Math,Beginner (Grade 1-3),How many weeks is equivalent to 36 months?,144 weeks,216 weeks,140 weeks,252 weeks,144 weeks,1,Easy
Math,Beginner (Grade 1-3),How many weeks are there in 9 years?,450 weeks,486 weeks,540 weeks,468 weeks,468 weeks,1,Easy
Math,Beginner (Grade 1-3),96 weeks is equivalent to how many months?,25 months,24 months,20 months,22 months,24 months,1,Easy
Math,Beginner (Grade 1-3),How many years are there in 364 weeks?,8 years,6 years,7 years,4 years,7 years,1,Easy
Math,Beginner (Grade 1-3),How many years are there in 84 months?,4 years,7 years,6 years,5 years,7 years,1,Easy
Math,Beginner (Grade 1-3),12 years is equivalent to how many months?,164 months,144 months,155 months,104 months,144 months,1,Easy
Math,Beginner (Grade 1-3),How many months are there in 15 years?,140 months,160 months,180 months,150 months,180 months,1,Easy
Math,Beginner (Grade 1-3),240 months is equal to how many years?,15 years,12 years,18 years,20 years,20 years,1,Easy
Math,Beginner (Grade 1-3),How many years are there in 432 months?,28 years,39 years,36 years,24 years,36 years,1,Easy
Math,Beginner (Grade 1-3),Ben started to answer his Math exam at 9:00 AM. He finished at 11:00 AM. How many minutes did it take for him to answer the exam?,120 minutes,60 minutes,90 minutes,100 minutes,120 minutes,1,Easy
Math,Beginner (Grade 1-3),"Julius and Mark are both Grade 3 students. Julius was born on August 16, 2005, while Mark was born on October 16, 2005. How many weeks older is Julius than Mark?",6 weeks,4 weeks,12 weeks,8 weeks,8 weeks,1,Easy
Math,Beginner (Grade 1-3),Gary left Manila last December 2010 for Baguio. He stayed in Baguio until December 2013. How many months did Gary stay in Baguio?,24 months,12 months,36 months,48 months,36 months,1,Easy
Math,Beginner (Grade 1-3),Christina jogged for 50 minutes. How many seconds did Christina spend jogging?,"4,200 seconds","3,600 seconds","2,400 seconds","3,000 seconds","3,000 seconds",1,Easy
Math,Beginner (Grade 1-3),Ruby worked part-time during her vacation from April to May. How many days did Ruby work?,20 days,70 days,60 days,30 days,60 days,1,Easy
Math,Beginner (Grade 1-3),"How many meters are there in 1,200 centimeters?",1.2 meters,102 meters,12 meters,120 meters,12 meters,1,Easy
Math,Beginner (Grade 1-3),25 kilograms is equivalent to how many grams?,"20,500 grams","25,000 grams",250 grams,"2,500 grams","25,000 grams",1,Easy
Math,Beginner (Grade 1-3),"How many liters are there in 5,000 milliliters?",5 liters,100 liters,10 liters,50 liters,5 liters,1,Easy
Math,Beginner (Grade 1-3),How many centimeters are there in 35 meters?,"3,005 centimeters","35,000 centimeters",350 centimeters,"3,500 centimeters","3,500 centimeters",1,Easy
Math,Beginner (Grade 1-3),"10,000 grams is equal to how many kilograms?",50 kilograms,100 kilograms,10 kilograms,5 kilograms,10 kilograms,1,Easy
Math,Beginner (Grade 1-3),"Mother went to the market to buy 500 grams of sugar, 2 kilograms of rice and 500 grams of flour. How many kilograms did mother buy in all?",4 kilograms,6 kilograms,5 kilograms,3 kilograms,3 kilograms,1,Easy
Math,Beginner (Grade 1-3),"John drinks 1 liter of water everyday. If one glass of water is 200 milliliters, how many glasses of water does John drink everyday?",7 glasses,6 glasses,5 glasses,8 glasses,5 glasses,1,Easy
Math,Beginner (Grade 1-3),Joy's height is 150 centimeters while her father is 2 meters tall. What is the height difference between joy and her father in centimeters?,50 centimeters,30 centimeters,40 centimeters,20 centimeters,50 centimeters,1,Easy
Math,Beginner (Grade 1-3),A pitcher has a capacity of two liters. Kaye mixes 700 milliliters of juice. How many more milliliters does Kaye need to fill the pitcher?,1300 milliliters,300 milliliters,1600 milliliters,1400 milliliters,1300 milliliters,1,Easy
Math,Beginner (Grade 1-3),"An apple weighs 125 grams. Jake already has five apples. If he wants to have one kilogram of apples, how many more apples does he needed to buy?",5 apples,4 apples,3 apples,2 apples,3 apples,1,Easy
Math,Beginner (Grade 1-3),What unit should be used to measure the capacity of an aquarium?,gallon,Liter,gram,Milliliter,Liter,1,Easy
Math,Beginner (Grade 1-3),What unit should be used to measure the capacity of a cup of coffee?,Milliliter,gallon,gram,Liter,Milliliter,1,Easy
Math,Beginner (Grade 1-3),What unit should be used to measure the capacity of a spoon?,Liter,Milliliter,gallon,gram,Milliliter,1,Easy
Math,Beginner (Grade 1-3),"There is 60 mL of medicine in a bottle. If a medicine dropper has a capacity of 5 mL, how many times can the dropper be used to empty the medicine bottle?",16 times,15 times,12 times,10 times,12 times,1,Easy
Math,Beginner (Grade 1-3),An 80-liter bathtub is half filled with water. A bucket with a capacity of 5 L is to be used to fill the remaining part of the tub. How much more liters of water is needed to fill the tub?,20 liters,45 liters,40 liters,18 liters,40 liters,1,Easy
