category,year level,question,choice_a,choice_b,choice_c,choice_d,correct_answer,is_active,difficulty_level
Science,Senior (Grade 11-12),Which of the following muscular processes does not require energy?,peristalsis,walking,none of the choices,pumping of blood,none of the choices,1,Average
Science,Senior (Grade 11-12),Which of the following forms of energy do living organisms use?,BRP,ALP,ATP,ABP,ATP,1,Average
Science,Senior (Grade 11-12),Which of the following processes uses sunlight to produce ATP?,photosynthesis,respiration,cellular transport,cellular division,photosynthesis,1,Average
Science,Senior (Grade 11-12),Which of the following is not a process in genetic expression that requires energy?,active transport,transcription,translation,replication,active transport,1,Average
Science,Senior (Grade 11-12),Which of the following uses energy for locomotion?,sperm cell,ovary,mitochondria,plant cell,sperm cell,1,Average
Science,Senior (Grade 11-12),Which of the following statements is true?,Calcium-Potassium pump requires energy to transport ion across membranes.,Photosynthesis converts chemical energy to light energy to produce carbohydrates.,Some cells do not need energy.,Plant cells use energy for motor movements.,Calcium-Potassium pump requires energy to transport ion across membranes.,1,Average
Science,Senior (Grade 11-12),Which of the following statements is true?,Production of proteins requires energy.,Transport of molecules does not energy.,"To carry out functions required for life, cells do not need energy.",Synthesis of microtubules is independent of energy.,Production of proteins requires energy.,1,Average
Science,Senior (Grade 11-12),Which of the following statements is false?,Cellula division requires energy.,Photosynthesis produces energy and does not need energy.,Sperm cells need energy to move.,Respiration also happens in plants.,Photosynthesis produces energy and does not need energy.,1,Average
Science,Senior (Grade 11-12),Which of the following is NOT a natural method of asexual reproduction?,asexual reproduction by bulb,asexual reproduction by spores,asexual reproduction by tuber,asexual reproduction by grafting,asexual reproduction by grafting,1,Average
Science,Senior (Grade 11-12),Which of the following has modified leaves that are used in asexual reproduction?,bulb,tuber,stolon,spore,bulb,1,Average
Science,Senior (Grade 11-12),"Which of the following has ""eyes"" that can develop into a new plant?",tuber,spore,stolon,bulb,tuber,1,Average
Science,Senior (Grade 11-12),Which of the following statements is/are true?,Tubers such as ferns can be dispersed easily by winds.,Onions are tubers.,Asexual reproduction by bulb is a natural method.,Grafting is a natural method of asexual reproduction.,Asexual reproduction by bulb is a natural method.,1,Average
Science,Senior (Grade 11-12),Which of the following statements is/are true?,Tubers are modified roots.,Spores cannot live in harsh conditions like drought and flood.,Grafting involves one kind of plant only.,Stolons are horizontal stems.,Stolons are horizontal stems.,1,Average
Science,Senior (Grade 11-12),Which of the following is NOT an agent of pollination?,birds,bats,sun,wind,sun,1,Average
Science,Senior (Grade 11-12),Which of the following is a gametophyte?,petals,roots,leaf,ovule,ovule,1,Average
Science,Senior (Grade 11-12),If flower is to angiosperm then ________ is to gymnosperms,archegonium,strobilus,pollen,gamete,strobilus,1,Average
Science,Senior (Grade 11-12),How is a sporophyte represented in terms of chromosome number?,1/2n,2n,n,4n,2n,1,Average
Science,Senior (Grade 11-12),Which of the following is a result of the fusion of the sperm nuclei and the polar nuclei in a flower?,diploid endosperm,triploid endosperm,triploid zygote,diploid zygote,triploid endosperm,1,Average
Science,Senior (Grade 11-12),Which of the following statements is/are true?,Zygote --> megaspores --> archegonium w/egg --> embryo,Embryo --> archegonium w/egg --> zygote --> megaspores,Megaspores --> archegonium w/egg --> zygote --> embryo,Megaspores --> zygote --> embryo --> archegonium w/egg,Megaspores --> archegonium w/egg --> zygote --> embryo,1,Average
Science,Senior (Grade 11-12),Which of the following statements is/are true?,A gametophyte is a diploid.,A fertilized ovule eventually becomes a seed.,A fertilized endosperm is a diploid endosperm.,A pollen is a female gametophyte.,A fertilized ovule eventually becomes a seed.,1,Average
Science,Senior (Grade 11-12),Which of the following statements is/are true?,Meiosis --> microspores --> mitosis --> pollen,Microspores --> mitosis --> pollen --> meiosis,Pollen --> meiosis --> microspores --> mitosis,Mitosis --> microspores --> meiosis --> pollen,Meiosis --> microspores --> mitosis --> pollen,1,Average
Science,Senior (Grade 11-12),Which of the following statements is/are true?,A pollen should move from the stamen to the stigma to initiate pollination.,An ovule is a male gametophyte.,A pollen tube shortens in order to reach ovule.,Sporophytes have a chromosome number of 2n.,A pollen should move from the stamen to the stigma to initiate pollination.,1,Average
Science,Senior (Grade 11-12),It is the part of the flower that protects the developing flower bud and the seed later on.,sepal,peduncle,receptacle,petal,sepal,1,Average
Science,Senior (Grade 11-12),It is a colorful leaf found in flowers which function mainly for attracting pollinators.,petal,sepal,receptacle,peduncle,petal,1,Average
Science,Senior (Grade 11-12),It is the stalk of the flower that functions for support and structural foundation.,peduncle,petal,receptacle,sepal,peduncle,1,Average
Science,Senior (Grade 11-12),It is part of the stamen that produces the pollen.,pollen grain,filament,pollen tube,anther,anther,1,Average
Science,Senior (Grade 11-12),It is developed from the pollen during pollination for the transport of male gametes to the ovule.,anther,pollen grain,pollen tube,filament,pollen tube,1,Average
Science,Senior (Grade 11-12),It is the part of the pistil that holds the stigma.,ovule,stigma,style,ovary,style,1,Average
Science,Senior (Grade 11-12),"After fertilization, this part of the pistil develops into a fruit.",ovary,ovule,style,stigma,ovary,1,Average
Science,Senior (Grade 11-12),It is a triploid nuclei formed when two polar bodies fuse with the male gamete.,fruit,seed,zygote,endosperm nuclei,endosperm nuclei,1,Average
Science,Senior (Grade 11-12),Arrange the following in chronological order. I) Fertilization II) Pollination III) Seed Dispersal IV) Fruit Development and Seed Maturation,II --> I --> III --> IV,I --> II --> III --> IV,II --> IV --> I --> III,II --> I --> IV --> III,II --> I --> IV --> III,1,Average
Science,Senior (Grade 11-12),Arrange the following in chronological order. I) Pollen tube is formed. II) The endosperm nuclei forms. III) The petals and sepals start to wither and fall. IV) The egg cell is fertilized and a zygote forms.,IV --> I --> II --> III,I --> IV --> II --> III,IV --> III --> II --> I,I --> II --> IV --> III,I --> IV --> II --> III,1,Average
Science,Senior (Grade 11-12),What part of the flower eventually develops into a fruit after fertilization?,ovule,stigma,ovary,stamen,ovary,1,Average
Science,Senior (Grade 11-12),It is the outermost part of the fruit which protects the fruit from external factors.,mesocarp,exocarp,pericarp,endocarp,exocarp,1,Average
Science,Senior (Grade 11-12),It is the innermost layer of the fruit that protects the seed.,endocarp,mesocarp,pericarp,exocarp,endocarp,1,Average
Science,Senior (Grade 11-12),Which of the following is a fleshy simple fruit?,apple,nut,grape,pineapple,apple,1,Average
Science,Senior (Grade 11-12),Which of the following is a fleshy aggregate fruit?,pineapple,apple,grape,nut,grape,1,Average
Science,Senior (Grade 11-12),What is lacking in dry fruits?,rough exocarp,seed coat,fleshy mesocarp,dry seeds,fleshy mesocarp,1,Average
Science,Senior (Grade 11-12),Which part of the embryo will eventually develop into the whole shoot system of the plant?,radicle,hypocotyl,epicotyl,cotyledon,epicotyl,1,Average
Science,Senior (Grade 11-12),Which part of the seed provides nourishment for the developing embryo?,cotyledon,radicle,epicotyl,hypocotyl,cotyledon,1,Average
Science,Senior (Grade 11-12),Which part of the seed provides mechanical protection of the seed?,cotyledon,seed coat,radicle,embryo,cotyledon,1,Average
Science,Senior (Grade 11-12),Which of the following is NOT necessary for germination to start in dispersed seeds?,soil nutrients,enough sunlight,pollinators,water source,pollinators,1,Average
